,Content
402,"ayemma cedhagh yiwen n zman
yiwen n zman aqdim
Lukan mačči d leqraya ur fghegh axxam
Lukan mačči d leqraya ur fghegh axxaaaamaaah
yalahhaalaaa"
403,Zik asmi lligh d amectuh lligh hemlegh ad ghregh
404,tura aqli meqraaaghd dunnit tefkayi aveqqa
405,Ddunit Zik ma d tura d isem kan
406,ddunnit zziiik ma d tura d isem kaaanaaaahhhh
407,Alalala
408,yalahallalaaaa
409,Acu ? 3ni umte3jib ara
410,"Tes3id zhar, tennidhd ""alalala"" deg umkan iwulmen"
411,"ttrajugh l3arvi atidikemmel, maca, teskecmedhd iman-im"
412,ruh attla3ved akinna
413,<@456226577798135808> he told u go play somewhere else
414,D taherkit
415,"A dunnit, leqvayel d iherkiyen, ahya dunnit"
416,arraw n franca
417,Dayen ur d-yeqqim acemmi g ddunit agi
418,"zik irgazen yeddawaren a3rur, assagi d tilawin"
419,Iiiiiih a ddunit amek i nella amek i nughal
420,"kreghd d amazigh, ad qimagh d amazigh, amazigh yettferfir am ufrux, assa ifsawen, azekka ifeksar, ulach hed atiskhedmen, ur yettenkar lassel-is"
421,a da3ruuuur
422,dawal
423,"these are wise words, but not everyone will understand them, in kabyle it hits different ✨"
424,I mean in amazigh*
425,Akken I qarren wid n zik: d aghyul i inekren lasel-is
426,dawal eeeh
427,d awal a mmis la kabylie
428,"no aghyul uyenkrara lasel, d netta yebnan la kabylie"
429,a3daw id ikecmen atensufagh.
430,tanmirtim a yellis medden
431,J’imagine la réaction-nsen
432,yellis la kabylie*
433,ad netqen ad qec3agh discord agi
434,"a weltma ttqadaraghkem, ad am-sawlagh yellis medden Di lkhater n vavam d wayetmam"
435,😭
436,D argaz d wawal
437,"tanmirt nwen
nejjayawen lehna"
438,Ar timlilit
439,inchaa allah
440,"<@201373829380046849> wch bro?
Cv chwi?"
441,El hmdlhh w nta
442,Alhamdulilah good
443,The kabyle to Arabic transition wech ngoullek
444,Service rapide
445,😂🫂
446,tried to say this and accidently summoned a ghost from another dimension
447,my words summon demons because my words are wise.
448,tana9od wadi7
449,machaallah arguments ta3k
450,"C'est vrai lm9adra thela g wawal ylhan, d nya igsfan 👏"
451,Avava ynova
452,Guys boushrika said there is no database in midterm
453,Ok
454,Khawti me3jona wesmo? Nsito 😭😂
455,Ayouuuub 😭😭😭
456,Amir
457,Amir 3efsa
458,Jouamae
459,Jouamaa wakila
460,جوامع
461,Masajid😭
462,Aah yess thank you 😂
463,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
464,3lah masemohch ma3jona?
465,Dentifrice wela confiture
466,Makanch kifeh neb3et email le me3jona malqitoch 😂
467,مساجد
468,Tellement n3eytlo me3jona berk wlh nsito gae 😂
469,😂😂😂
470,ايوب مريض
471,جوامع = مساجد
472,Hih 3labali 😂 nsit ysamoh djwamaa sema matfekertch chera
473,التنابز بالالقاب سطاج الوحش
474,Djouama*
475,🎉🎉
476,<@456226577798135808> imposter
477,Problem fhamt 🥲
478,Ana gotelkom I'm from Kabyles t3 Oran w ma amentounich 😔
479,hi guys someone 3ndo corrigé t3 logic final t3 last year?
480,دعاوي الخير برك
481,merci 3lik bezaf w rebi ywefe9na g3 🙏🏻
482,Ana w ikram n7wsou 3la 9bayel ta3 wahran 😂
483,"Yakho I made up the joke kharjet kayna menha 😭
+ not that Ikram video again 😭"
484,wa7ed kha6o chbab yeb3atlna his notes ta3 stochastic (2nd chapter)
485,why there is no chapter 2 of network ?
486,packet loss
487,هه
488,midterm will be about chapter 2 only hh
489,Is there someone having an additional calculator?
490,I remember ur calculator 🤣🤣 is it dead ?
491,Yes obviously
492,ykhaloni ndakhel python lel midterm?
493,been using it as calculator mli bda sem
494,Same. I wish we can. N7seb bih eigen vectors
495,cov 🥶
496,ns79o calc?
497,"الخاوة جرعة امل 
Midterms: 
Stochastic 15%
Data mining 12% 
Mobile dev 8%"
498,w networks?
499,zidiha fel wasfa hadik
500,>> *unpanic*
501,>> *proceeds studying*
502,>> ***panic***
503,😭
504,A helpful exercises  in chapter one of networks
505,looool
506,Share m3ana chwya stochastic stuff 🥲
507,Btw khawti don't forget today is the deadline of Mobile Dev Quiz ( Kotlin )
508,Neb3etelkoum haja mohzina :3 ?
509,na3am
510,<@578643557351555113>
511,Khlas
512,Khawti chkoun kanet t3eyyet L3arbiii 😭😭
513,l3arvi rouh teqra stochastic hadik li rahi dir fik hakka :'')
514,"@everyone sorry for tagging, i’ve just noticed this, just pay attention that gehdwa nebdaw 3la 8.30 machi 9am as usual (de tt façon mm ida jitou 3la 9 machi prblm )"
515,Thank you Amira really didn't notice that🤍!
516,"thanks I didn't notice, I would have been late"
517,💀
518,nta mm ida u noticed u will be late
519,- Raid 2023
520,Raid rje3 telephone ta3 tefla
521,"<@638828933936316434> I am disappointed, how dare u steal a woman's phone, where is ur rojoula"
522,hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
523,Amira sorry for stealing ur phone it was for the purpose of good
524,Ghmala 😭
525,Sayess brk l3arbi
526,still better than reading people' problems in plane origami'
527,Chaker makachha ghalem hnaya why you deleted it
528,Mreg bli même innovation rahi ...
529,اخر حاجة نخمم نحفظها
530,لل kima jat jat
531,Hna ngolo 'kima jat klat'
532,
533,🥶🥶
534,Persons 😭
535,pErsOns
536,"Rah ja lma f les douches ! 
W 9rib yroh"
537,sa7it
538,Ur welcome
539,"@everyone 
Whoever wants to join a revision session, we will start one now at school TD 25"
540,Cool Rebbi y3inkoum
541,Guys kayen hot water f douche ta3 l A ?
542,Yes
543,<@201373829380046849>
544,<@201373829380046849>
545,<@201373829380046849>
546,<@201373829380046849>
547,<@201373829380046849>
548,<@201373829380046849>
549,<@201373829380046849>
550,<@201373829380046849>
551,<@201373829380046849>
552,<@201373829380046849>
553,<@201373829380046849>
554,<@201373829380046849>
555,<@201373829380046849>
556,<@201373829380046849>
557,<@201373829380046849>
558,<@201373829380046849>
559,<@201373829380046849>
560,<@201373829380046849>
561,<@201373829380046849>
562,<@201373829380046849>
563,<@201373829380046849>
564,<@201373829380046849>
565,<@201373829380046849>
566,<@201373829380046849>
567,<@201373829380046849>
568,<@201373829380046849>
569,<@201373829380046849>
570,WHAT what stop tagging me
571,<@201373829380046849> U r amazing
572,aya bella3 bye
573,Hada rak f Paris w walit psycho tsma loukan b9it hna tmout
574,yes 😭
575,"I just noticed beli stochastic modeling ne9raw both sections at the same time, was it always the case ??"
576,"Lala, kanet kol section 3endha cours"
577,agregation 🥲
578,who has an incompleted team f data mining ?
579,Ana 🖐️
580,guys
581,7na nsejlo f minha t3 progress hadak wela first years berk
582,Ouii
583,besa7 kho its written tasjil
584,7na renouvellement
585,why do we have to redo all papers
586,like les fiches de pays et tt
587,<@578643557351555113> help 🥲
588,Not all papers
589,You go down telqaw autres documents
590,U submit a single pdf fih: certificate de scolarité + releve
591,this one??????
592,Yuh
593,merci 3lik larvi 🫶🏻
594,D3ilna belkhir
595,
596,Chabiba jat electricity fl'ecole?
597,Lala
598,kayen electricity f la salle d'étude ??
599,Ty
600,No
601,lol
602,Khawti lidara tae l’école tkoun 3chiya?
603,Yes normalement
604,3ndna aswa2 idara ftarikh
605,Machi jdida hadi
606,Wlh ya mdkour😭😭😭
607,Gtlou aela wr9a gali i wanna punish u
608,Smlh
609,Nti lghalta 3lah trohi 3end medkour 😭
610,Psq houwa li y9dr yservini 😭
611,Kayen others
612,Wesh i wanted aendou ghi houwa
613,Rht ltht gae she called medkour galha mafihach
614,Ah saha ghir howa li 3endou hadak l paper 😂
615,Rht ljwamae nchkilou
616,Lgit aendou mdkour
617,😭😭😭
618,Medkour the new idara
619,Gali nti bouaouina hbit ngoulou la mch ana
620,medkour larry ta3 gumball
621,@everyone demain kayen wa9fa l mosanadat Palestine 🇵🇸 kolch yhbas meme l9raya
622,So demain wahd myroh y9ra and dork nhder m3a mr djouamaa
623,Good night 😴
624,
625,hderto m3a administration?
626,delegates send emails to administration
627,At least on les prévient
628,Rana kbar
629,This includes not buying anything demain or using public transportation (ya3ni en dehors de l'école)
630,Omw to buy water 😭‼️
631,If you guys need anything tomorrow we just ask here and n3awnou be3dana of course
632,
633,12 am tae dork wla sbah 😂?
634,Dork
635,"Dork rah raged, mais bon"
636,Welli yeqraw 3la 8.30 kifah 🙃
637,Mahebbinach nrouhou mais kifah ndirou it is not confirmed from him 🥲
638,
639,where is the option ta3 less than 5 hours?
640,Project fachel tae data maning
641,Demain nogfo 3la 8h fi i9ama
642,والقراية ليلة الميدتارم وين راهي؟
643,Oskot 3lina oskot
644,hayel trap king hayel
645,<@879756074012512346> ديرها ف ensia-only
646,ولا general
647,cha ndir?
648,لاقراف
649,<@&877880553599303711>
650,يال <@&877880553599303711> حلبونا
651,5awti n'a teni habb ndir la grève 😭
652,مام انا بصح راهي تبان طافية
653,"<@882774339051737109> 
ردولك ولا لا ؟"
654,Mara7ch yredou oumaima
655,Slm kayen wa9fa wla?
656,@everyone haya nkherjo bara l'école
657,We are not shouting wla @everyone
658,https://docs.google.com/document/d/1XMhLz73DERqP31eUkghL2YoR3LbQd0hm4cNUG0W2v2I/edit?usp=drivesdk
659,Li 3ando chakwa yhotha hna
660,Kifah hadi ? ( Concerns Stochastic Module )
661,Saksi l prof
662,Oops
663,Wesh sra f CP 🫣
664,@everyone wajdo rwahkom l grève chaba
665,Wsh kyn ten
666,Gouli bli 3la jal les pcs
667,Nary 😭
668,Wla eljl absences?
669,Absences thani ndir🤣
670,We live for the CP dramas 😂
671,Howa hada howa🔥
672,Wach zad sra
673,Can you give us l moufid ? Wech hdartou f CP ?!
674,We need kach مراسل من داخل  El CP
675,3lech mzl ma kmlo?
676,Cha sra khawti
677,Wait ykml w sahel
678,Why do I feel y'all are like that group of شيوخ in white f ليلة الشك ?
679,t9oulou salem y9lk greve
680,Mzla ma khrjo m cp ??
681,Nary hada CPP Machi CP 💀
682,#اطلقو_سراحهم
683,Khawti Wesh sra
684,Diroulna PV
685,B39laaak
686,Nokherjo ntfhmo w sahel
687,Ya dra wch dertu f 3h kaml 💀
688,Mazal ma khrejtouch 💀💀?
689,Yaw hgrona
690,3la les abscences ?? tell us about that part
691,3lch hada التشويق kaml
692,Ya rebbi rakou ghir tdirou f teasers 😭
693,Goulouna wch sra
694,"1- greve 
2- hegrouna 
3- ?"
695,Rah yhawzouna ?? z3ma
696,Wa9ila 7ekmo houssem ki chemo la greve 😔
697,Ha yeghelqou l’ecole 😭
698,
699,
700,Ya Rebbi Medkour 💀💀💀💀
701,The usual drama
702,Ki mayelgawch wach ygoulou : لازم ندرسوها
703,Wtf is medkor saying
704,Like wtf he thinks it's okay to say that
705,Like we are shit
706,Yaaaaw Arrar matqerich mm pas khelli bark b english wella b french 🤡
707,What certificate do they actually accept
708,Imagine yqoulek ur existence f l’ecole doesn’t matter 😭
709,Allah yahdihom
710,I think medkor nsa plasto
711,His existence doesn't matter either
712,Bro thinks he's something when he does his hand gesture
713,remitas wife is shit IT SHOULDVE BEEN ME
714,Ida goulna hnaa un mot ygoulou disrespectful w kda menna melhih houwa ygoul hedra kima hadik 🙃
715,Cho medkor grave hadik li 9alha we will not let it go
716,تعرفي المقولة : ولي معجبوش لحال يبدل لبلاد؟ رانا فيها
717,What the hell does he think he is
718,We been here longer than him
719,New TikTok trend ? Li ma3ejbatouch ENSIA kayen 1000 wahed yetmenaha😭
720,They brainwashed ppl to like it
721,Ofc
722,funny
723,Lmhm makanch jdid apart ta3 les absences mata3jbch
724,"yessss exactly cuz they never tell the truth to the media, rahoum msegmin their image ghir bina w yzidou yahadrou"
725,So like I worked my ass off in high-school to join their shitty school built on lies and false hope and unrealistic standards and work every day for something I tell myself will be okay I'll be fine ill get there so that this four eyed close minded unqualified administrator can just tell me that my existence within the school I've been in longer than him doesn't matter ? I'll show you exactly how my existence can be a headache
726,W les profs li myslhoch
727,Mn l3am lwl :))
728,لالا ختي تعداو الحدود بزاف بزاف
729,ولينا في هدور زايدين
730,Besah had lmara bezaaaaaf
731,بغا هدرة زايدة؟ قلبي راهو فايض منهم
732,W they just keep getting worst
733,Lazem ndiro strike
734,Je suis outré ‼️
735,darou downgrade
736,3la les profs
737,الحل؟ كون لقاو لي بروف كون جابوهم
738,هاذي حجتهم ديما
739,Kayen les profs houma li jaybin m3rfhom
740,They will not turn their problem on us
741,Après nb3thelkom PV
742,They will. they always do
743,What the hell does medkor does anyways ?
744,العدو الريفي؟
745,الشطرنج؟
746,مسابقة رياضية؟
747,Well they fucked around too much and it's time they find out
748,Bro lives in the parallel world bach yji ysebek w yrja3 l 3alm lkhayal
749,Sketna bezaf
750,Bezaf w ana n9ol it's hard it's fine hadi hiya ljami3a walo ma sahel
751,Besa7 7bibna yji y9oli I don't matter ?
752,Bro lived in the UK for so long and can't speak proper English
753,Did he think his existence mattered there ?
754,Well I doubt it did since look where he is now
755,Houda calm down 🥲 breathe
756,"Like at what fucking rights he had to say that school khalahalo babah and we don't know? 
So last cp 9olna lel prof send us l course bda ytir w yakol fi lahmo this is RUDE yzid yejbd 3la disrespect He will see what real disrespect is"
757,We swallowed all the shit they threw at us and now they think we'll just swallow more
758,Non je regrette
759,Disrespect berk?
760,Welll u know why? Because 7na khalinah fi lmara lwla
761,Rarely bach no9fo 3la klma wa7da
762,This is disrespect rude neglect unprofessional and all the words he likes to yell at us when we speak up
763,No I can't wellah bezaf
764,Sketna bezaf
765,Yes sadly
766,khaliha why keep all that anger in
767,We stan <@810614741012971552>
768,These are three years of our life he has no right to judge it and I will not stand silent to this disrespect
769,they should at least treat us like adults and humans li na3arfou slahna
770,Want to kick me out ? Kol lecole jespere edekhlek ll Jenna
771,Yakho Brairi treats us like middle schoolers
772,Yek l'absence ta3 TD w TP ythasbo séparés?
773,they are trying to control our lives more than overprotective parents
774,They forgot belli lekher fina is 18/19
775,Idc about all the stupid rules that they're just adding but they cannot just speak like that
776,We're fucking adults
777,They don’t even trust us 😭
778,f our own lives
779,I hope so💀 rani 2 2 fi klch
780,"i mean أضعف الإيمان salle de td yghelqouha wtf, nesserqou twabel"
781,"Reminder
A third year student rah gdim 3la Medkour f l'école"
782,For a club u need 100 paper to do a workshop ta3 2 hours 😭
783,Oh please now that I'm in a club office I see clearly how incompetent he is
784,#kickHimOut deja wch be9a
785,He just throws statements here and there
786,Wellah
787,I forgot
788,We cannot tolerate his presence after this
789,Who are you again? 😭
790,Lala u can have lab 9
791,*Finds another club at lab 9*
792,W les profs💀 li yosl7o nlmhm fi yd wa7da
793,Idc if they plan to finish before us U HAVE ENOUGH LABS MY GOD WHAT IS THIS CIRCUS
794,Matfakrnich déjà ani nssalo wehda mn had le côté
795,<@882774339051737109> ida tro7o tahadro m3ahom can I come ? I will tell him exactly what my existence means here
796,+1
797,Exactly
798,Bro ignored all my emails fi seif 7tan I ended up here again
799,Kerahlna lm3icha
800,What is a school without students ?
801,Medkour
802,If he thinks he got the second and third promo brainwashed hamdoullah we r not as much
803,They really don’t deserve us
804,On est trop parfait for them wlh
805,Lkhawa ig thamsto chwi bzf 🙂
806,Lala mazal
807,Hadek yhb yzid 3liha bzf ghir bch yban bli hwa sah w hwa klch  f had l'école 💀
808,Hadi jatek bezaf?
809,Walfeto الذل wa9il
810,W houma jawek 3adi?
811,Chghol ايه استفادت الأمة while u throwing talks here
812,Surtout ki ydir ro7eh super busy w marahch la7e9
813,Nothing
814,7aseb dzair temchi bih
815,Anyways ki yjbln pv
816,7bibi ki jebnak njibo ghirek
817,"Let people talk, u don’t like it just don’t be part of the discussion"
818,Ntfahmo
819,Yakho hedra tan tsektou nass
820,Lazem ntfhmo
821,Ahm y3abrou 3la pov ta3hm Meriem
822,"Medkour has always been that person that speaks this way, yroh y9wd (mich ttyaha 3andna)
Why to thblo 3lih hna f msgs"
